InvoiceId,Date,TotalSalesAmount,CustomerId
72,01/08/2020,23.3,72
73,01/08/2020,34.75,73
74,01/08/2020,44.3,74
75,01/08/2020,0.95,75
76,01/08/2020,3.8,76
77,01/08/2020,2.5,77
78,01/08/2020,12.7,78
79,01/08/2020,23.549999999999997,79
80,01/08/2020,18.6,80
81,01/08/2020,7.95,81
82,01/08/2020,1.5,82
83,01/09/2020,6.75,83
84,01/09/2020,17.75,84
85,01/09/2020,10,85
86,01/09/2020,6.75,86
87,01/09/2020,18.65,87
88,01/09/2020,19.55,88
89,01/09/2020,16.25,89
90,01/09/2020,17.25,90
91,01/09/2020,3.75,91
92,01/09/2020,0.75,92
93,01/09/2020,15.75,93
94,01/09/2020,4.75,94
95,01/09/2020,17.5,95
96,01/09/2020,7.25,96
97,01/09/2020,6.75,97
98,01/09/2020,18.7,98
99,01/09/2020,24.05,99
100,01/09/2020,15.299999999999999,100
101,01/09/2020,22.5,101
102,01/09/2020,28.799999999999997,102
103,01/10/2020,4.5,103
104,01/10/2020,28.549999999999997,104
105,01/10/2020,36,105
106,01/10/2020,15,106
107,01/11/2020,24.65,107
108,01/11/2020,4.75,108
109,01/11/2020,10.45,109
110,01/11/2020,13.75,110
111,01/11/2020,12.5,111
112,01/11/2020,24.5,112
113,01/11/2020,2.25,113
114,01/11/2020,5.25,114
115,01/11/2020,7,115
116,01/11/2020,8.549999999999999,116
117,01/11/2020,11.25,117
118,01/11/2020,0.75,118
119,01/11/2020,9.149999999999999,119
120,01/11/2020,1.5,120
121,01/11/2020,4,121
122,01/11/2020,15.75,122
123,01/11/2020,20.25,123
124,01/11/2020,15.149999999999999,124
125,01/11/2020,7.9,125
126,01/11/2020,17.549999999999997,126
127,01/11/2020,12.649999999999999,127
128,01/11/2020,8.1,128
129,01/11/2020,3.75,129
130,01/11/2020,16.049999999999997,130
131,01/12/2020,8.549999999999999,131
132,01/12/2020,11.149999999999999,132
133,01/12/2020,10,133
134,01/12/2020,12.85,134
135,01/13/2020,6.9,135
136,01/13/2020,3.8,136
137,01/13/2020,8,137
138,01/13/2020,10.75,138
139,01/13/2020,27.75,139
140,01/13/2020,0.95,140
141,01/13/2020,30.5,141
142,01/13/2020,11.75,142
143,01/13/2020,10.7,143
144,01/13/2020,2.25,144
145,01/13/2020,5.25,145
146,01/13/2020,10.95,146
147,01/13/2020,12.25,147
148,01/13/2020,20.25,148
149,01/13/2020,8.549999999999999,149
150,01/13/2020,17.45,150
151,01/13/2020,15.5,151
152,01/14/2020,12.45,152
153,01/14/2020,3,153
154,01/14/2020,7.7,154
155,01/14/2020,8.75,155
156,01/14/2020,15,156
157,01/14/2020,15.4,157
158,01/14/2020,11.149999999999999,158
159,01/14/2020,15.1,159
160,01/14/2020,1.25,160
161,01/14/2020,7.5,161
162,01/14/2020,15.5,162
163,01/14/2020,12.5,163
164,01/15/2020,19.349999999999998,164
165,01/15/2020,3.75,165
166,01/15/2020,4.5,166
167,01/15/2020,3.8,167
168,01/15/2020,17.45,168
169,01/15/2020,16.4,169
170,01/15/2020,12.100000000000001,170
171,01/15/2020,20.35,171
172,01/15/2020,21,172
173,01/15/2020,3.45,173
174,01/15/2020,6,174
175,01/15/2020,17.5,175
176,01/15/2020,7.6,176
177,01/15/2020,20.65,177
178,01/15/2020,15.75,178
179,01/15/2020,21,179
180,01/15/2020,11.25,180
181,01/15/2020,40,181
182,01/15/2020,8.15,182
183,01/15/2020,5.25,183
184,01/15/2020,52.5,184
185,01/15/2020,6.2,185
186,01/15/2020,13.25,186
187,01/16/2020,15.75,187
188,01/16/2020,15.75,188
189,01/16/2020,7.7,189
190,01/16/2020,3.4,190
191,01/16/2020,18.549999999999997,191
192,01/16/2020,31.15,192
193,01/16/2020,13.75,193
194,01/16/2020,16.6,194
195,01/16/2020,5.699999999999999,195
196,01/16/2020,10.55,196
197,01/16/2020,2.5,197
198,01/17/2020,22.4,198
199,01/17/2020,2.8499999999999996,199
200,01/17/2020,19.55,200
201,01/17/2020,22.25,201
202,01/17/2020,7.35,202
203,01/17/2020,18.25,203
204,01/17/2020,4.7,204
205,01/17/2020,6.6499999999999995,205
206,01/17/2020,6,206
207,01/17/2020,13.649999999999999,207
208,01/17/2020,10.799999999999999,208
209,01/17/2020,31.049999999999997,209
210,01/17/2020,2.5,210
211,01/17/2020,19.25,211
212,01/17/2020,18,212
213,01/17/2020,6,213
214,01/17/2020,19.75,214
215,01/17/2020,16.799999999999997,215
216,01/17/2020,14.75,216
217,01/17/2020,4.25,217
218,01/17/2020,0.95,218
219,01/17/2020,47,219
220,01/17/2020,18.5,220
221,01/17/2020,19.5,221
222,01/18/2020,7.5,222
223,01/18/2020,24,223
224,01/18/2020,10,224
225,01/18/2020,10.5,225
226,01/18/2020,5.5,226
227,01/18/2020,4.5,227
228,01/18/2020,4.75,228
229,01/18/2020,10,229
230,01/18/2020,3.45,230
231,01/18/2020,10,231
232,01/18/2020,15,232
233,01/18/2020,19.5,233
234,01/18/2020,11.4,234
235,01/18/2020,11.749999999999998,235
236,01/18/2020,10.7,236
237,01/18/2020,41.2,237
238,01/18/2020,9.5,238
239,01/18/2020,6.6499999999999995,239
240,01/18/2020,5.25,240
241,01/18/2020,19,241
242,01/18/2020,8.549999999999999,242
243,01/18/2020,13.399999999999999,243
244,01/18/2020,28,244
245,01/18/2020,6.25,245
246,01/19/2020,17.2,246
247,01/19/2020,7.85,247
248,01/19/2020,3.8,248
249,01/19/2020,23.15,249
250,01/19/2020,13.5,250
251,01/19/2020,19,251
252,01/19/2020,37.5,252
253,01/19/2020,2.8499999999999996,253
254,01/19/2020,5.25,254
255,01/20/2020,6.25,255
256,01/20/2020,5.5,256
257,01/20/2020,12.1,257
258,01/20/2020,3.75,258
259,01/20/2020,6.6499999999999995,259
260,01/20/2020,10.799999999999999,260
261,01/20/2020,7.449999999999999,261
262,01/20/2020,17.25,262
263,01/20/2020,3.8,263
264,01/20/2020,10.4,264
265,01/20/2020,39.5,265
266,01/20/2020,25.75,266
267,01/20/2020,4.1,267
268,01/20/2020,8.7,268
269,01/20/2020,21,269
270,01/20/2020,5.699999999999999,270
271,01/20/2020,10.25,271
272,01/20/2020,8.549999999999999,272
273,01/20/2020,9.1,273
274,01/20/2020,18.549999999999997,274
275,01/21/2020,15.75,275
276,01/21/2020,18.599999999999998,276
277,01/21/2020,4.75,277
278,01/21/2020,3.75,278
279,01/21/2020,5.75,279
280,01/21/2020,6,280
281,01/21/2020,6.75,281
282,01/21/2020,21,282
283,01/21/2020,10.45,283
284,01/21/2020,9.1,284
285,01/21/2020,9.799999999999999,285
286,01/21/2020,7,286
287,01/21/2020,3.8,287
288,01/21/2020,4.75,288
289,01/21/2020,5.25,289
290,01/21/2020,25.049999999999997,290
291,01/21/2020,1.5,291
292,01/21/2020,11,292
293,01/21/2020,11,293
294,01/21/2020,9.649999999999999,294
295,01/21/2020,16,295
296,01/21/2020,8.75,296
297,01/21/2020,9.5,297
298,01/22/2020,33.5,298
299,01/22/2020,8.7,299
300,01/22/2020,42.25,300
301,01/22/2020,7.15,301
302,01/22/2020,0.95,302
303,01/22/2020,12.6,303
304,01/22/2020,6.75,304
305,01/22/2020,10.5,305
306,01/22/2020,3,306
307,01/22/2020,19,307
308,01/22/2020,11.149999999999999,308
309,01/23/2020,7.5,309
310,01/23/2020,22.5,310
311,01/23/2020,3.5,311
312,01/23/2020,27,312
313,01/23/2020,15.399999999999999,313
314,01/23/2020,16.05,314
315,01/23/2020,5.25,315
316,01/23/2020,23.299999999999997,316
317,01/23/2020,0.95,317
318,01/23/2020,4.75,318
319,01/23/2020,7.5,319
320,01/23/2020,7.5,320
321,01/23/2020,1.25,321
322,01/23/2020,14.25,322
323,01/23/2020,4.5,323
324,01/23/2020,29,324
325,01/23/2020,25.45,325
326,01/23/2020,13.5,326
327,01/23/2020,21,327
328,01/23/2020,26.25,328
329,01/23/2020,9.45,329
330,01/23/2020,7.7,330
331,01/23/2020,26.25,331
332,01/23/2020,17.25,332
333,01/24/2020,23.65,333
334,01/24/2020,15.1,334
335,01/24/2020,3.8,335
336,01/24/2020,7.6,336
337,01/24/2020,19.85,337
338,01/24/2020,4.75,338
339,01/24/2020,10.05,339
340,01/24/2020,14.95,340
341,01/24/2020,7.7,341
342,01/24/2020,21.75,342
343,01/24/2020,26.85,343
344,01/24/2020,1.25,344
345,01/24/2020,27,345
346,01/24/2020,1.9,346
347,01/24/2020,20.5,347
348,01/24/2020,6.75,348
349,01/24/2020,12.75,349
350,01/24/2020,29.15,350
351,01/24/2020,4.75,351
352,01/24/2020,20.65,352
353,01/24/2020,6.5,353
354,01/25/2020,13.75,354
355,01/25/2020,9.15,355
356,01/25/2020,10.95,356
357,01/25/2020,13.85,357
358,01/25/2020,18.5,358
359,01/25/2020,8.1,359
360,01/25/2020,33.75,360
361,01/25/2020,28,361
362,01/25/2020,4.75,362
363,01/25/2020,15.649999999999999,363
364,01/25/2020,10.449999999999998,364
365,01/25/2020,14,365
366,01/25/2020,17.5,366
367,01/25/2020,10.399999999999999,367
368,01/25/2020,22.5,368
369,01/25/2020,13.75,369
370,01/25/2020,31.9,370
371,01/25/2020,23.65,371
372,01/25/2020,3.8,372
373,01/25/2020,14.25,373
374,01/25/2020,8.75,374
375,01/25/2020,2.8499999999999996,375
376,01/26/2020,19.75,376
377,01/26/2020,11.549999999999999,377
378,01/26/2020,20.049999999999997,378
379,01/26/2020,24.75,379
380,01/26/2020,21.9,380
381,01/26/2020,32.25,381
382,01/26/2020,8.549999999999999,382
383,01/26/2020,2.5,383
384,01/26/2020,13.75,384
385,01/26/2020,3,385
386,01/26/2020,0.95,386
387,01/26/2020,7.5,387
388,01/26/2020,23,388
389,01/26/2020,20,389
390,01/26/2020,11.25,390
391,01/26/2020,7.6,391
392,01/26/2020,34.95,392
393,01/26/2020,36.75,393
394,01/26/2020,39.3,394
395,01/26/2020,24.35,395
396,01/26/2020,10.5,396
397,01/26/2020,15.95,397
398,01/27/2020,28.85,398
399,01/27/2020,23,399
400,01/27/2020,5.25,400
401,01/27/2020,12.3,401
402,01/27/2020,5.85,402
403,01/27/2020,43.25,403
404,01/27/2020,15.05,404
405,01/27/2020,12.5,405
406,01/27/2020,11.149999999999999,406
407,01/27/2020,13.5,407
408,01/27/2020,23.4,408
409,01/27/2020,18.549999999999997,409
410,01/27/2020,8.25,410
411,01/27/2020,9.35,411
412,01/27/2020,5.699999999999999,412
413,01/27/2020,16.15,413
414,01/27/2020,12.75,414
415,01/27/2020,13.549999999999999,415
416,01/28/2020,11.25,416
417,01/29/2020,22.049999999999997,417
418,01/29/2020,13.5,418
419,01/29/2020,10.25,419
420,01/29/2020,16.549999999999997,420
421,01/29/2020,3.75,421
422,01/29/2020,8.549999999999999,422
423,01/29/2020,1.5,423
424,01/29/2020,20.799999999999997,424
425,01/29/2020,11.9,425
426,01/29/2020,10.6,426
427,01/29/2020,13.6,427
428,01/29/2020,15.25,428
429,01/29/2020,5.699999999999999,429
430,01/30/2020,25.55,430
431,01/30/2020,14,431
432,01/30/2020,16,432
433,01/30/2020,8.45,433
434,01/30/2020,30,434
435,01/30/2020,35.75,435
436,01/30/2020,11.25,436
437,01/30/2020,9.75,437
438,01/30/2020,3.75,438
439,01/31/2020,16.5,439
440,01/31/2020,12,440
441,01/31/2020,12.25,441
442,01/31/2020,36.75,442
443,01/31/2020,22.25,443
444,01/31/2020,14.25,444
445,01/31/2020,26.4,445
446,01/31/2020,26.6,446
447,01/31/2020,5.699999999999999,447
448,01/31/2020,13.25,448
449,01/31/2020,11.149999999999999,449
450,01/31/2020,27.15,450
451,01/31/2020,11.25,451
452,01/31/2020,13,452
453,01/31/2020,2.25,453
454,01/31/2020,26.85,454
455,01/31/2020,0.95,455
456,01/31/2020,0.75,456
457,01/31/2020,6.25,457
458,01/31/2020,28.5,458
459,01/31/2020,2.8499999999999996,459
460,01/31/2020,7.6,460
461,01/31/2020,10.5,461
462,01/31/2020,2.8499999999999996,462
463,02/01/2020,31.75,463
464,02/01/2020,19.849999999999998,464
465,02/01/2020,19.6,465
466,02/01/2020,23,466
467,02/01/2020,13.5,467
468,02/01/2020,13.5,468
469,02/02/2020,8.25,469
470,02/02/2020,29.75,470
471,02/02/2020,15.25,471
472,02/02/2020,10,472
473,02/02/2020,22.5,473
474,02/02/2020,0.95,474
475,02/02/2020,21.6,475
476,02/02/2020,8.75,476
477,02/02/2020,6,477
478,02/02/2020,6,478
479,02/02/2020,16.6,479
480,02/02/2020,7.6,480
481,02/03/2020,7.6,481
482,02/03/2020,9.5,482
483,02/03/2020,20.5,483
484,02/03/2020,12.649999999999999,484
485,02/03/2020,4.75,485
486,02/03/2020,23,486
487,02/03/2020,11.2,487
488,02/03/2020,14.75,488
489,02/03/2020,13.299999999999999,489
490,02/03/2020,16.45,490
491,02/03/2020,17.049999999999997,491
492,02/03/2020,7.25,492
493,02/03/2020,7.5,493
494,02/03/2020,4,494
495,02/04/2020,9.5,495
496,02/04/2020,12.1,496
497,02/04/2020,4.75,497
498,02/04/2020,21.25,498
499,02/04/2020,16.849999999999998,499
500,02/04/2020,19.2,500
501,02/04/2020,10.5,501
502,02/04/2020,33.65,502
503,02/04/2020,34.5,503
504,02/04/2020,0.95,504
505,02/04/2020,16.25,505
506,02/04/2020,10.45,506
507,02/04/2020,3.75,507
508,02/04/2020,22.9,508
509,02/04/2020,3.75,509
510,02/04/2020,2.8499999999999996,510
511,02/04/2020,7.5,511
512,02/04/2020,1.9,512
513,02/04/2020,4.75,513
514,02/04/2020,4.5,514
515,02/05/2020,45.75,515
516,02/05/2020,9.45,516
517,02/05/2020,10.5,517
518,02/05/2020,23.25,518
519,02/05/2020,3.15,519
520,02/05/2020,30,520
521,02/05/2020,15.2,521
522,02/05/2020,9.7,522
523,02/05/2020,11.7,523
524,02/05/2020,40.25,524
525,02/05/2020,6.25,525
526,02/05/2020,19.849999999999998,526
527,02/05/2020,4.45,527
528,02/06/2020,12.25,528
529,02/06/2020,2.8499999999999996,529
530,02/06/2020,54.75,530
531,02/06/2020,5.25,531
532,02/06/2020,9.7,532
533,02/06/2020,16.25,533
534,02/06/2020,19.799999999999997,534
535,02/06/2020,1.75,535
536,02/06/2020,11.65,536
537,02/06/2020,7.6,537
538,02/06/2020,6.75,538
539,02/06/2020,22.549999999999997,539
540,02/06/2020,28.549999999999997,540
541,02/06/2020,9.05,541
542,02/06/2020,12.099999999999998,542
543,02/06/2020,22.5,543
544,02/06/2020,9.85,544
545,02/06/2020,8.25,545
546,02/06/2020,12.25,546
547,02/06/2020,12.5,547
548,02/06/2020,5.699999999999999,548
549,02/07/2020,8.2,549
550,02/07/2020,22.5,550
551,02/07/2020,26.25,551
552,02/07/2020,10.75,552
553,02/07/2020,4.7,553
554,02/07/2020,30,554
555,02/07/2020,15.65,555
556,02/07/2020,27,556
557,02/07/2020,15.75,557
558,02/07/2020,19.799999999999997,558
559,02/07/2020,8.25,559
560,02/07/2020,9.299999999999999,560
561,02/07/2020,3.75,561
562,02/07/2020,7.6,562
563,02/07/2020,34.5,563
564,02/07/2020,0.95,564
565,02/07/2020,23.2,565
566,02/07/2020,12.85,566
567,02/08/2020,0.75,567
568,02/08/2020,3.8,568
569,02/08/2020,6,569
570,02/08/2020,7.5,570
571,02/09/2020,18.049999999999997,571
572,02/09/2020,14.1,572
573,02/09/2020,3.95,573
574,02/09/2020,34.75,574
575,02/09/2020,3,575
576,02/10/2020,13.55,576
577,02/10/2020,4.5,577
578,02/10/2020,17.299999999999997,578
579,02/10/2020,19.7,579
580,02/10/2020,21,580
581,02/10/2020,8.549999999999999,581
582,02/10/2020,6,582
583,02/10/2020,11.9,583
584,02/10/2020,25.5,584
585,02/10/2020,10.3,585
586,02/10/2020,17.5,586
587,02/10/2020,6.6499999999999995,587
588,02/10/2020,6.5,588
589,02/10/2020,22.75,589
590,02/10/2020,17.5,590
591,02/10/2020,28.2,591
592,02/10/2020,6.6499999999999995,592
593,02/11/2020,5.25,593
594,02/11/2020,17.3,594
595,02/11/2020,10.45,595
596,02/11/2020,33.75,596
597,02/11/2020,31.9,597
598,02/11/2020,10,598
599,02/11/2020,5.25,599
600,02/11/2020,1.25,600
601,02/11/2020,2.5,601
602,02/11/2020,6.25,602
603,02/11/2020,7.2,603
604,02/11/2020,5.25,604
605,02/11/2020,13.299999999999999,605
606,02/11/2020,12.2,606
607,02/11/2020,18.75,607
608,02/11/2020,20.8,608
609,02/11/2020,28,609
610,02/11/2020,20.199999999999996,610
611,02/12/2020,24.5,611
612,02/12/2020,22,612
613,02/12/2020,42.5,613
614,02/12/2020,16.75,614
615,02/12/2020,5,615
616,02/12/2020,31.5,616
617,02/12/2020,29.75,617
618,02/12/2020,15.75,618
619,02/12/2020,13.049999999999999,619
620,02/12/2020,7.6,620
621,02/12/2020,10.05,621
622,02/12/2020,21.9,622
623,02/12/2020,7.6,623
624,02/12/2020,33.85,624
625,02/12/2020,24,625
626,02/12/2020,8.549999999999999,626
627,02/12/2020,17.55,627
628,02/12/2020,2.25,628
629,02/12/2020,44.25,629
630,02/12/2020,2.8499999999999996,630
631,02/12/2020,20.25,631
632,02/13/2020,28.75,632
633,02/13/2020,1.7,633
634,02/13/2020,11.3,634
635,02/13/2020,24.75,635
636,02/13/2020,20.35,636
637,02/13/2020,16.75,637
638,02/13/2020,17.5,638
639,02/13/2020,8.75,639
640,02/13/2020,14,640
641,02/13/2020,0.95,641
642,02/13/2020,11.15,642
643,02/13/2020,24.4,643
644,02/13/2020,3.75,644
645,02/13/2020,10,645
646,02/13/2020,14.45,646
647,02/13/2020,10.95,647
648,02/13/2020,19.2,648
649,02/13/2020,25.95,649
650,02/13/2020,37.5,650
651,02/13/2020,6,651
652,02/13/2020,5.3,652
653,02/14/2020,18,653
654,02/14/2020,28,654
655,02/14/2020,18.75,655
656,02/14/2020,16.7,656
657,02/14/2020,19.4,657
658,02/14/2020,24.4,658
659,02/14/2020,24.5,659
660,02/14/2020,6.75,660
661,02/14/2020,4.75,661
662,02/14/2020,16.35,662
663,02/14/2020,13.25,663
664,02/14/2020,36.75,664
665,02/14/2020,14.45,665
666,02/14/2020,0.95,666
667,02/14/2020,14.95,667
668,02/14/2020,6.8,668
669,02/15/2020,14.45,669
670,02/15/2020,16.4,670
671,02/15/2020,17.7,671
672,02/15/2020,33,672
673,02/15/2020,13,673
674,02/15/2020,13.1,674
675,02/15/2020,11.95,675
676,02/15/2020,3.4,676
677,02/15/2020,40.05,677
678,02/15/2020,8.549999999999999,678
679,02/15/2020,17.5,679
680,02/15/2020,9.499999999999998,680
681,02/15/2020,2.5,681
682,02/15/2020,7.5,682
683,02/15/2020,29.299999999999997,683
684,02/15/2020,10.95,684
685,02/15/2020,3.5,685
686,02/15/2020,2.25,686
687,02/15/2020,4.75,687
688,02/15/2020,15.05,688
689,02/15/2020,24.6,689
690,02/15/2020,19.85,690
691,02/15/2020,16.5,691
692,02/16/2020,3.5,692
693,02/16/2020,20.45,693
694,02/16/2020,9.4,694
695,02/16/2020,19.25,695
696,02/16/2020,20.45,696
697,02/16/2020,24.65,697
698,02/16/2020,7.5,698
699,02/16/2020,19.15,699
700,02/16/2020,11.1,700
701,02/17/2020,7.5,701
702,02/17/2020,4.5,702
703,02/17/2020,14.549999999999999,703
704,02/17/2020,12.049999999999999,704
705,02/17/2020,22.75,705
706,02/17/2020,20.15,706
707,02/17/2020,10.55,707
708,02/17/2020,23.7,708
709,02/17/2020,8.15,709
710,02/17/2020,12,710
711,02/17/2020,5.1,711
712,02/17/2020,28.1,712
713,02/17/2020,18.75,713
714,02/17/2020,26,714
715,02/17/2020,10.75,715
716,02/17/2020,8,716
717,02/17/2020,7.5,717
718,02/17/2020,31,718
719,02/17/2020,3.75,719
720,02/18/2020,20.3,720
721,02/18/2020,12.95,721
722,02/18/2020,23.549999999999997,722
723,02/18/2020,0.75,723
724,02/18/2020,11,724
725,02/18/2020,9,725
726,02/18/2020,2.5,726
727,02/18/2020,1.25,727
728,02/18/2020,14.1,728
729,02/18/2020,2.5,729
730,02/19/2020,12,730
731,02/19/2020,6.6499999999999995,731
732,02/19/2020,1.25,732
733,02/19/2020,5,733
734,02/19/2020,19.799999999999997,734
735,02/19/2020,34,735
736,02/19/2020,31.5,736
737,02/19/2020,5,737
738,02/19/2020,24.5,738
739,02/19/2020,4.75,739
740,02/19/2020,7.5,740
741,02/19/2020,10.5,741
742,02/19/2020,12.8,742
743,02/19/2020,6.6499999999999995,743
744,02/19/2020,2.25,744
745,02/19/2020,5.699999999999999,745
746,02/20/2020,14.149999999999999,746
747,02/20/2020,4.75,747
748,02/20/2020,29.35,748
749,02/20/2020,7.5,749
750,02/20/2020,36.65,750
751,02/20/2020,11,751
752,02/21/2020,1.25,752
753,02/21/2020,8.549999999999999,753
754,02/21/2020,8.549999999999999,754
755,02/21/2020,42.45,755
756,02/22/2020,20.25,756
757,02/22/2020,6,757
758,02/22/2020,30,758
759,02/22/2020,8.25,759
760,02/22/2020,13.2,760
761,02/22/2020,9.299999999999999,761
762,02/22/2020,12.25,762
763,02/22/2020,16,763
764,02/22/2020,3.8,764
765,02/22/2020,8.65,765
766,02/22/2020,21.75,766
767,02/22/2020,5.25,767
768,02/22/2020,3.75,768
769,02/22/2020,1.25,769
770,02/22/2020,39.6,770
771,02/22/2020,3.8,771
772,02/22/2020,11.35,772
773,02/22/2020,0.75,773
774,02/22/2020,12.25,774
775,02/23/2020,11.55,775
776,02/23/2020,33.75,776
777,02/23/2020,10.5,777
778,02/23/2020,13.2,778
779,02/23/2020,2.8499999999999996,779
780,02/23/2020,18.75,780
781,02/23/2020,15.549999999999999,781
782,02/23/2020,14,782
783,02/23/2020,10.25,783
784,02/23/2020,7.949999999999999,784
785,02/23/2020,3,785
786,02/24/2020,17,786
787,02/24/2020,15,787
788,02/24/2020,16.75,788
789,02/24/2020,9.35,789
790,02/24/2020,8,790
791,02/24/2020,14.85,791
792,02/24/2020,16.7,792
793,02/24/2020,7.15,793
794,02/24/2020,20.6,794
795,02/24/2020,6,795
796,02/24/2020,26.35,796
797,02/24/2020,16.5,797
798,02/24/2020,11.5,798
799,02/25/2020,13,799
800,02/25/2020,6.6499999999999995,800
801,02/25/2020,27.85,801
802,02/25/2020,4.75,802
803,02/25/2020,4.9,803
804,02/25/2020,9,804
805,02/25/2020,10.45,805
806,02/25/2020,11.3,806
807,02/25/2020,7.6,807
808,02/25/2020,10.8,808
809,02/25/2020,1.5,809
810,02/25/2020,17.3,810
811,02/25/2020,26.9,811
812,02/25/2020,31.75,812
813,02/25/2020,1.75,813
814,02/25/2020,20.75,814
815,02/25/2020,25.75,815
816,02/25/2020,3,816
817,02/26/2020,0.75,817
818,02/26/2020,5.25,818
819,02/26/2020,5.25,819
820,02/26/2020,18.75,820
821,02/26/2020,3.75,821
822,02/26/2020,1.5,822
823,02/27/2020,9,823
824,02/27/2020,7,824
825,02/27/2020,25.7,825
826,02/28/2020,18.05,826
827,02/28/2020,16.5,827
828,02/28/2020,3.8,828
829,02/28/2020,13.25,829
830,02/28/2020,3.8,830
831,02/28/2020,5.699999999999999,831
832,02/28/2020,1.5,832
833,02/28/2020,21.450000000000003,833
834,02/28/2020,16.65,834
835,02/28/2020,18,835
836,02/28/2020,1.9,836
837,02/28/2020,40,837
838,02/29/2020,42.25,838
839,02/29/2020,20.65,839
840,02/29/2020,5.699999999999999,840
841,02/29/2020,10.5,841
842,02/29/2020,6.75,842
843,02/29/2020,4.75,843
844,02/29/2020,25.75,844
845,02/29/2020,3.75,845
846,02/29/2020,11.95,846
847,02/29/2020,12.299999999999999,847
848,02/29/2020,23.75,848
849,02/29/2020,7.25,849
850,02/29/2020,13.5,850
851,02/29/2020,10,851
852,02/29/2020,20,852
853,02/29/2020,26.85,853
854,02/29/2020,20,854
855,03/01/2020,5.95,855
856,03/01/2020,14.7,856
857,03/01/2020,1.9,857
858,03/01/2020,33.75,858
859,03/01/2020,23.599999999999998,859
860,03/01/2020,9.4,860
861,03/01/2020,23.95,861
862,03/01/2020,12.349999999999998,862
863,03/01/2020,12.05,863
864,03/01/2020,0.95,864
865,03/01/2020,29.1,865
866,03/01/2020,10.6,866
867,03/01/2020,4.75,867
868,03/01/2020,2.25,868
869,03/01/2020,14.549999999999999,869
870,03/01/2020,8.5,870
871,03/01/2020,19.8,871
872,03/01/2020,6.25,872
873,03/01/2020,4.5,873
874,03/01/2020,9.25,874
875,03/02/2020,8.549999999999999,875
876,03/02/2020,13.049999999999999,876
877,03/02/2020,18.75,877
878,03/02/2020,7.6,878
879,03/02/2020,6.6499999999999995,879
880,03/02/2020,8.5,880
881,03/02/2020,15.3,881
882,03/02/2020,5,882
883,03/02/2020,17.65,883
884,03/02/2020,5.05,884
885,03/02/2020,7.449999999999999,885
886,03/02/2020,11.25,886
887,03/02/2020,5.25,887
888,03/02/2020,8.75,888
889,03/02/2020,17,889
890,03/02/2020,10,890
891,03/02/2020,9.85,891
892,03/02/2020,7.1,892
893,03/02/2020,3.8,893
894,03/02/2020,17.3,894
895,03/02/2020,30.75,895
896,03/02/2020,11.1,896
897,03/03/2020,15.75,897
898,03/03/2020,7.6,898
899,03/03/2020,10.95,899
900,03/03/2020,1.25,900
901,03/03/2020,12.549999999999999,901
902,03/03/2020,48.2,902
903,03/03/2020,3.75,903
904,03/03/2020,14,904
905,03/03/2020,13.85,905
906,03/03/2020,6.95,906
907,03/03/2020,15.75,907
908,03/03/2020,6,908
909,03/03/2020,38.25,909
